abb,start_index,end_index,cmt,origin,,,,,,,,,,,,,,,,,,,,,
hk,36,38,mỹ ngọc ăn nên làm ra vui vẻ làm ăn hk ra cái mặt như cái đống phân,không,,,,,,,,,,,,,,,,,,,,,
hk,17,19,bảo ngọc lớn rồi hk có mua đồ tết mua đồ quanh năm,không,,,,,,,,,,,,,,,,,,,,,
hk,26,28,bởi cho đi cách ly mà anh hk có chịu,không,,,,,,,,,,,,,,,,,,,,,
hk,37,39,mấy đứa nịn ở ngoài có được đồng nào hk vậy,không,,,,,,,,,,,,,,,,,,,,,
hk,59,61,và ở nơi nào đó nhân dân của quốc gia caliphot luôn ủng hộ hk ️,hồng kông,,,,,,,,,,,,,,,,,,,,,
hk,19,21,bây giờ cảnh sát ở hk là hắc cảnh của trung rồi đâu còn của không nữa mà tụi nó nhân nhượng cho dân hk,hồng kông,,,,,,,,,,,,,,,,,,,,,
hk,100,102,bây giờ cảnh sát ở hk là hắc cảnh của trung rồi đâu còn của không nữa mà tụi nó nhân nhượng cho dân hk,hồng kông,,,,,,,,,,,,,,,,,,,,,
hk,54,56,hỏng biết cây cà lem thấy hit quá có xin vocal như hn hk te xin tao táng bể mỏ nghe nghe xê xê ra xa à,không,,,,,,,,,,,,,,,,,,,,,
hn,36,38,phân vẫn giữa chọn trường đại học ở hn và hồ chí minh,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,0,2,hn thu nguyên hả vậy,hn,,,,,,,,,,,,,,,,,,,,,
hn,66,68,mình sống ở cái nôi của cs nhưng hàng năm cứ đến những ngày này ở hn hải phòng hạ long nhộn nhịp mua sắm cây thông thật giả ông già noel đồ trang trí về đặt trang trọng ở phòng khách không phân biệt tôn giáo ra nhà thờ xem các chương trình chào mừng gs mình nói đúng hay không thì mọi người đọc tự ngẫm với thực tế nhé,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,90,92,thành phố hồ chí minh trong tương lai sẽ là thủ đô thì phải vì người ngu sẽ bỏ hết thủ đô hn quá,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,93,95,đây là kết quả quan trắc môi trường do airvisual đo lúc sáng thứ tư tại hà nội quận cầu giấy hn và saigon,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,83,85,đây là kết quả quan trắc môi trưởng do airvisual ghi nhận tại hà nội quận cầu giấy hn và saigon vào lúc giờ sáng chủ nhật thời điểm tinh mơ trong lành nhất lưu ỳ cùng thời điểm nhiều nơi trên thế giới chỉ khoảng từ đến,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,20,22,nguyễn đình huy lên hn đi con cặc,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,19,21,ước gì giờ mk đg ở hn tối nay kể được đi bộ dọc hồ tây thư giãn thì tốt,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,28,30,khôi rainy toang không khác hn rồi nhé,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,30,32,trường mk ở mai dịch cầu giấy hn gần đây ựa,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,0,2,hn thu nguyên nói câu mát hết cả lòng,hn,,,,,,,,,,,,,,,,,,,,,
hn,0,2,hn kb ai dính nữa không chả thấy công bố để biết tình hình nhỉ,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,28,30,tên ăn hô nói tục đô trưởng hn,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,9,11,nhìn rất hn nhưng thật ra là cao bằng,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,67,69,trần thị nhung con người chứ có phải con cặc đâu mà suốt ngày nghỉ hn bị tuần sau còn phải cắp sách đi hc nữa là chỗ mk nằm mơ đi em,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,17,19,vụ khu phố mẫu ở hn,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,14,16,hết anh chung hn lại tự hào thêm vụ y đức của chị tiến ruồi bệnh viện đa khoa xanh pôn gian lận kết quả bớt xén vật tư khi xét nghiệm hiv viêm gan bạn cho bệnh nhân,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,107,109,địt mẹ mấy thằng hay phân biệt bắc nam đâu rồi các nam kì những chàng trai đâu sao không vào đây phân biệt hn sài gòn tiếp đi nào,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,29,31,chị lệ này thì ai chả biết ở hn,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,0,2,hn thu nguyên hay đó khửa khửa,hn,,,,,,,,,,,,,,,,,,,,,
hn,74,76,thì dân toàn mặc áo cờ tổ quốc đi đòi đất đòi nhà mà chắc nó muốn doạ dân hn muốn biểu tình đây,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,10,12,thành đạt hn rồi á,hn,Thành Đạt HN rồi á,,,,,,,,,,,,,,,,,,,,
hn,13,15,nguyễn quang hn huy ha ha,hn,Nguyễn Quang HN Huy ahihii,,,,,,,,,,,,,,,,,,,,
hn,0,2,hn thu nguyên hoặc cho nó xuống đất ngủ thử cho quen hơi đất,hn,,,,,,,,,,,,,,,,,,,,,
hn,18,20,ba rọi béo đang ở hn nhé anh em,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,5,7,em ở hn anh về ngay,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,13,15,chán bây giờ hn loạn lên cả rồi không thể nào kiểm soát được người bị nữa chỗ nào cũng thấy người lây,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,9,11,muốn lên hn mà toàn bất thành chán,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,0,2,hn thu nguyên nhiều cái siêu vậy mà thiếu cái siêu thoát thì phải,hn,,,,,,,,,,,,,,,,,,,,,
hn,0,2,hn thu nguyên mấy thằng nhơ bẩn cả nc việt nam,hn,,,,,,,,,,,,,,,,,,,,,
hn,26,28,lê đức long để hôm nào ra hn em cũng phải thử mới được,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,21,23,nhục chưa sở du lịch hn còn hay giải táng rồi mà dân gọi cả ngày mà không liên hệ được là sao,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,74,76,kiêu con bò đỏ này ra cùng đồng bọn bò đỏ con báo cáo cái ap airvisual là hn hết ông nhiễm ngay mà lo gì,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,18,20,trần hưng quân ra hn chạy grab đi,hà nội,,,,,,,,,,,,,,,,,,,,,
hn,51,53,hỏng biết cây cà lem thấy hit quá có xin vocal như hn hk te xin tao táng bể mỏ nghe nghe xê xê ra xa à,hắn,,,,,,,,,,,,,,,,,,,,,
ik,16,18,stream trận nữa ik anh độ,đi,,,,,,,,,,,,,,,,,,,,,
ik,0,2,ik đường quyền ik cô,đi,,,,,,,,,,,,,,,,,,,,,
ik,15,17,ik đường quyền ik cô,đi,,,,,,,,,,,,,,,,,,,,,
ik,23,25,cái mieng con linh loc ik nhu cái lồn trau,y,,,,,,,,,,,,,,,,,,,,,
ik,15,17,ly ly tạo kiểu ik ky,đi,,,,,,,,,,,,,,,,,,,,,
ik,32,34,cho xin tài khoản của chị linda ik,đi,,,,,,,,,,,,,,,,,,,,,
ik,28,30,ba rọi béo lam nasus de dau ik,đi,,,,,,,,,,,,,,,,,,,,,
ik,22,24,anh nên sắm một chiếc ik tộc trưởng,đi,,,,,,,,,,,,,,,,,,,,,
ik,20,22,do dat gil lạc trôi ik đâu vậy,đi,,,,,,,,,,,,,,,,,,,,,
ik,21,23,thanh trúc bình luận ik,đi,,,,,,,,,,,,,,,,,,,,,
ik,16,18,đập dập lồn nó ik minh hiếu,đi,,,,,,,,,,,,,,,,,,,,,
ik,5,7,nhìn ik như bà liễu sợ,y,,,,,,,,,,,,,,,,,,,,,
ik,29,31,thoại trần thôi ông im mẹ nó ik,đi,,,,,,,,,,,,,,,,,,,,,
ik,22,24,cái miệng linh cá lóc ik hệt cái lồn,y,,,,,,,,,,,,,,,,,,,,,
ik,580,582,mấy bạn chửi chị này bê đi này bê đi nọ bớt cái mõm lồn lại người ta bê đi hay không bê đi không cần phải đề cập đâu miễn sao họ đẹp hơn con gái mẹ mấy đứa bình luận chửi này chửi nọ được thích thì xem không thích thì biến người ta có làm gì mày đâu mà vào bình luận chửi còn về chị linda cứ sống thật là mình em thâý chị quá tuyệt rồi chị đâu có ăn hết của cha ông cố nội tụi nó đâu nên lời nó nói hay chửi cứ xem như chó sủa đi chị ơi chẳng lẻ tự dưng mình đang đi trên đường có con chó điên lại sủa lại cắn mình không lẽ mình cắn lại nó mãi bên linda cố gắng phát triển kênh ik chị,đi,,,,,,,,,,,,,,,,,,,,,
ik,23,25,mày im chứ sao làm lại ik đường quyền của cô minh hiếu,y,,,,,,,,,,,,,,,,,,,,,
ik,15,17,được triệu sud ik rồi sủa tiêpa nhe,đi,,,,,,,,,,,,,,,,,,,,,
ik,55,57,anh châu đẹp trai ghê á trời dì kim dễ thương quá ik,đi,,,,,,,,,,,,,,,,,,,,,
ik,12,14,tào lao quá ik à,đi,,,,,,,,,,,,,,,,,,,,,
ik,0,2,ik,đi,,,,,,,,,,,,,,,,,,,,,
ik,14,16,yêu cô kim wa ik,đi,,,,,,,,,,,,,,,,,,,,,
ik,23,25,chửi hay quá chửi tiếp ik chị ba,đi,,,,,,,,,,,,,,,,,,,,,
ik,18,20,vậy chị cho em tỉ ik,đi,,,,,,,,,,,,,,,,,,,,,
kb,0,2,kb nhắn tin có video,kết bạn,,,,,,,,,,,,,,,,,,,,,
kb,0,2,kb zalo lam ban di ban,kết bạn,,,,,,,,,,,,,,,,,,,,,
kb,4,6,chi kb em đi facebook em nè,kết bạn,,,,,,,,,,,,,,,,,,,,,
kb,262,264,có nói đúng con cũng bị người cùng giới thả tép bắt tôm thương quá nên bị lừa gần cả trăm triệu giờ cuộc sống trốn chui trốn nhủi chưa bao giờ nhục như bây giờ thế giới thứ ba đã khổ xin những ai không thương những người thế giới thứ ba đừng lôi dụng để lừa gạt kb nc cho vui nhé mọi người,kết bạn,,,,,,,,,,,,,,,,,,,,,
kb,0,2,kb đẹp ở chỗ nào mà phanh ra,không biết,,,,,,,,,,,,,,,,,,,,,
kb,3,5,hn kb ai dính nữa không chả thấy công bố để biết tình hình nhỉ,không biết,,,,,,,,,,,,,,,,,,,,,
kb,56,58,hoai thuong bui tụt ra chắc còn đẹp hơn nhìn ứa gan thế kb,không biết,,,,,,,,,,,,,,,,,,,,,
kb,0,2,kb facebook nhé trâu bé mèo,kết bạn,,,,,,,,,,,,,,,,,,,,,
kb,157,159,bảo yêu nước thương nước xong đi du lịch về lây bệnh cho nước mà là yêu nước à đi du lịch về thì tự biết khai báo cách li đi đằng này thì nếu nhiều tiền quá kb lri thì đi làm từ thiện đi lại còn du mới chả lịch,không biết,,,,,,,,,,,,,,,,,,,,,
kb,7,9,ý thức kb so sánh với cái thứ rác rưởi gì luôn,không biết,,,,,,,,,,,,,,,,,,,,,
kb,72,74,vẽ mắt biết nè các bạn vào facebook mày xem video vẽ nhé ai muốn vẽ thì kb mày vẽ cho nhé,kết bạn,,,,,,,,,,,,,,,,,,,,,
ln,69,71,đánh lol hay pupg vậy anh tại mấy hừm nay em hc mới xong chưa pk gì ln,luôn,,,,,,,,,,,,,,,,,,,,,
ln,44,46,cô này duyên ơi là duyên thương cô quá trời ln,luôn,,,,,,,,,,,,,,,,,,,,,
ln,13,15,chương trình ln gì vậy d,lồn,,,,,,,,,,,,,,,,,,,,,
ln,216,218,cái này là nói thiệt con quỹ này bán hàng dõm phần trăm nhỏ bạn tui có mua lần về xài thử như là nước lạnh nhắn tin hỏi thì bị chặn lúc trước mình cũng tưởng uy tín mà nghe nói dậy lúc nó live mình vô hỏi bị nó chặn ln lừa đảo,luôn,,,,,,,,,,,,,,,,,,,,,
ln,42,44,huỳnh tấn phương nhảy xem hoài không chán ln,luôn,,,,,,,,,,,,,,,,,,,,,
ln,17,19,mới ngủ thức dậy ln,luôn,,,,,,,,,,,,,,,,,,,,,
lol,108,111,ba rọi béo có thể chiếm đoạt được trái tim của tiểu tiểu nhưng riêng blue của tiểu tiểu thì ba rọi béo tuổi lol chiếm đoạt được vậy,lồn,,,,,,,,,,,,,,,,,,,,,
lol,13,16,nó giống vãi lol anh ơi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,20,23,về việt nam ăn mau lol à,lồn,,,,,,,,,,,,,,,,,,,,,
lol,13,16,thôi xong ăn lol rồi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,44,47,má coi y chang như nó nhìn mình nó chửi vậy lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,27,30,đụ mẹ mài luc trước may bợ lol nó giờ chưi no do súc vật bê đê thay pai rồi nghiep chuong,lồn,,,,,,,,,,,,,,,,,,,,,
lol,9,12,cạo lông lol há há há há,lồn,,,,,,,,,,,,,,,,,,,,,
lol,5,8,đánh lol hay pupg vậy anh tại mấy hừm nay em hc mới xong chưa pk gì ln,liên minh huyền thoại,,,,,,,,,,,,,,,,,,,,,
lol,14,17,lê hà thư cái lol gì đây,lồn,,,,,,,,,,,,,,,,,,,,,
lol,17,20,dư luận viên ngu lol lại còn lắm đứa hùa theo thể hiện đầu óc đúng là cặn bà ấy lại còn lắm thằng bảo việt tân tài trợ phan anh nữa chứ,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,xao lol ma noi không so meo mieng nhi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,42,45,chị ba tiền chị như miếng giấy chùi lol em ne mặt chị xấu hơn lol em nữa ne chị ba chị sủa nhiều vậy em không cần đồng tiền vơ bẩn của chị,lồn,,,,,,,,,,,,,,,,,,,,,
lol,71,74,chị ba tiền chị như miếng giấy chùi lol em ne mặt chị xấu hơn lol em nữa ne chị ba chị sủa nhiều vậy em không cần đồng tiền vơ bẩn của chị,lồn,,,,,,,,,,,,,,,,,,,,,
lol,19,22,vu quynh huong vãi lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,xạo lol để giật tiền người ta,lồn,,,,,,,,,,,,,,,,,,,,,
lol,22,25,nguyễn trọng thái xạo lol vừa thôi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,48,51,tiệp là ai tao không cần biết nhưng mày nói như lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,18,21,địt con mẹ game lol gì cay vãi như quỳnh nào mua máy về tải tao chơi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,5,8,thầy lol bữa kêu không reaction nữa sau vụ hương ly rồi mà,lồn,,,,,,,,,,,,,,,,,,,,,
lol,25,28,ba rọi béo làm đéo gì có lol đâu để mà xài giẻ rách ha ha,lồn,,,,,,,,,,,,,,,,,,,,,
lol,5,8,thầy lol chúc chỉ có rớt,lồn,,,,,,,,,,,,,,,,,,,,,
lol,49,52,kinh doanh mà suốt ngày than lỗ kinh doanh để ăn lol à địt con mẹ,lồn,,,,,,,,,,,,,,,,,,,,,
lol,45,48,trăm năm kiều vẫn là kiều đu càng quá mỹ xao lol vẫn hay,lồn,,,,,,,,,,,,,,,,,,,,,
lol,186,189,mình nể sư phụ câu bất đi bất dịch ở đoạn súng bắn không trúng dao chém không đứt thật là khâm phục thiện tai thiện tai nhưng tụi em rằng không phá được bố trận của covid này nhé sư phụ lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,7,10,le sin lol mẹ giáo án kiểm soát của thầy tú,lồn,,,,,,,,,,,,,,,,,,,,,
lol,10,13,nhóm nhảm lol chuyên soi mói đời tư người khác câu thích,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,như lol anh ba,lồn,,,,,,,,,,,,,,,,,,,,,
lol,8,11,chị xạo lol quá chi ba ơi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,xạo lol hổng có gì vui nên chúng ta đừng nên xạo lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,49,52,xạo lol hổng có gì vui nên chúng ta đừng nên xạo lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,77,80,chị thích không độc số tài khoản em chuyễn thẳng usd tặng chị ăn sáng nè sao lol phếc ra,lồn,,,,,,,,,,,,,,,,,,,,,
lol,18,21,nhị thắng cực địt lol mẹ mày,lồn,,,,,,,,,,,,,,,,,,,,,
lol,60,63,duy nguyen this me i should have started anh chủ đề but naw lol,cười to,,,,,,,,,,,,,,,,,,,,,
lol,21,24,fan cứng dạo hả thầy lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,xạo lol đéo có gì vui chúng ta không nên xạo lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,46,49,xạo lol đéo có gì vui chúng ta không nên xạo lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,26,29,nguyễn trọng thái đợi cái lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,12,15,tú said cái lol gì vậy ba rọi béo,lồn,,,,,,,,,,,,,,,,,,,,,
lol,34,37,nghe tới bạn bè óc nổi cục ớn xạo lol không hà thứ ăn cháo đá bát em thấy nhiều chị ơi bớt giận bớt giận,lồn,,,,,,,,,,,,,,,,,,,,,
lol,89,92,nhìn mặt nc là biết bộ mặt giả tạo bữa đó lôi tên cô mình hiếu vo trước giờ nói kiểu xạo lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,14,17,u chị ba có lol luôn vụ này ngộ à nhé,lồn,,,,,,,,,,,,,,,,,,,,,
lol,13,16,bong gia xam lol quá,lồn,,,,,,,,,,,,,,,,,,,,,
lol,0,3,lol con điên,lồn,,,,,,,,,,,,,,,,,,,,,
lol,5,8,chán lol mẹ,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,cai lol me tui may nhìn đi tui mày nhin cho ki anh ba chỉ làm được một lần nv thôi được chưa địt con mẹ tui mày,lồn,,,,,,,,,,,,,,,,,,,,,
lol,49,52,ong trần dần dang nhay dam chu hkong phai mua vo lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,87,90,người ta ra biết bao công sức tiền bạc mà giờ nghe nói như vậy như thay lời cảm ơn vãi lol thiệt,lồn,,,,,,,,,,,,,,,,,,,,,
lol,23,26,địt mẹ thầy nhớ thấy lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,23,26,không có đam mê thì có lol làm được việc mà kiếm ra tiền,lồn,,,,,,,,,,,,,,,,,,,,,
lol,28,31,nghe chị nói không đéo thấy lol gì,lồn,,,,,,,,,,,,,,,,,,,,,
lol,0,3,lol cái này coi rồi,cười to,,,,,,,,,,,,,,,,,,,,,
lol,40,43,cái vụ tỷ tháng thì đéo thấy ói cái máu lol nào ra cả,lồn,,,,,,,,,,,,,,,,,,,,,
lol,13,16,thôi xong en lol rồi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,8,11,học trò lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,12,15,thật là vãi lol anh ơi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,190,193,cũng đồng ý với quản trị viên nhưng bạn mày từ khi tham gia và đọc từng câu từng chữ bài đăng của quản trị viên thì thay đổi hẳn từ đứa ngoan hiền thành xạo xược có tí chuyện là chửi bới um lol lol buồn hẳn ',lồn,,,,,,,,,,,,,,,,,,,,,
lol,194,197,cũng đồng ý với quản trị viên nhưng bạn mày từ khi tham gia và đọc từng câu từng chữ bài đăng của quản trị viên thì thay đổi hẳn từ đứa ngoan hiền thành xạo xược có tí chuyện là chửi bới um lol lol buồn hẳn ',lồn,,,,,,,,,,,,,,,,,,,,,
lol,19,22,xứ thiên đường cái lol gì cũng hơi tí là phạt,lồn,,,,,,,,,,,,,,,,,,,,,
lol,27,30,thắng được mày chui từ cái lol cho ra nói chuyện như thằng vô học đụ mẹ mài ai nc với mày nhàu vô đây cắn bậy,lồn,,,,,,,,,,,,,,,,,,,,,
lol,5,8,tuổi lol ăn anh tao,lồn,,,,,,,,,,,,,,,,,,,,,
lol,38,41,người thì giết mạng người thì fed tụt lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,0,3,lol,cười to,,,,,,,,,,,,,,,,,,,,,
lol,95,98,phát ngôn ngu vãi tao đi ỉa ở bến xe gia lâm còn phải đóng thuế một lượt kia mà nhà với có gia lol gì âu bọn nó địt nhau còn phải đóng thuế vì dùng bao con sâu hay victoria kia,lồn,,,,,,,,,,,,,,,,,,,,,
lol,57,60,fan mềm đâu vào điểm danh rồi tự an ủi nhau đi mấy thằng lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,3,6,bê lol chạy quanh nhà,lồn,,,,,,,,,,,,,,,,,,,,,
lol,25,28,đánh con mẹ gì trúng xao lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,55,58,hoàng công hiếu lỗi thì chưa chắc nhưng đa số sống như lol đa số thôi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,69,72,các anh các chị cho phép em xả chút ạ địt con mẹ mấy cái thằng hãm lol đi hát cái kiểu ki bo kẹt sỉ ăn mà ịt muốn ỉa tao thanh toán suốt rồi nhé ịt thèm chặt chém cái hội chúng mày mà mấy cái thể loại kêu tao chặt chém loại mất dạy chúng mày động mồ động mả hả,lồn,,,,,,,,,,,,,,,,,,,,,
lol,8,11,thôi ăn lol rồi thầy ạ ‍ ️,lồn,,,,,,,,,,,,,,,,,,,,,
lol,13,16,cai kenh xam lol phong vien nhu con cặc tien tri dien khung toan la lu vi rút,lồn,,,,,,,,,,,,,,,,,,,,,
lol,28,31,địt mẹ nó giàu nó mặc như lol người ta bảo đẹp,lồn,,,,,,,,,,,,,,,,,,,,,
lol,27,30,vẫn đéo hiểu câu liên quan lol gì đến nhau,lồn,,,,,,,,,,,,,,,,,,,,,
lol,46,49,đừng có y y bệnh cả nước không đủ thuốc là ăn lol luôn chứ ở đó,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,xạo lol quá má ơi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,21,24,quản trị viên là cai lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,24,27,đi học mà xăm hình thầy lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,24,27,ăn rồi cứu tú cứu mà ăn lol à,lồn,,,,,,,,,,,,,,,,,,,,,
lol,17,20,nguyễn hoàng sâm lol sâm nôn link,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,như lol thầy ơi,lồn,,,,,,,,,,,,,,,,,,,,,
lol,9,12,thầy xạo lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,108,111,ba rọi béo có thể chiếm đoạt được trái tim của tiểu tiểu nhưng riêng blue của tiểu tiểu thì ba rọi béo tuổi lol chiếm đoạt được vậy,lồn,,,,,,,,,,,,,,,,,,,,,
lol,9,12,thầy xạo lol hả thầy,lồn,,,,,,,,,,,,,,,,,,,,,
lol,20,23,một thanh niên rảnh lol cho hay địt con mẹ nhà mày nó có tiền nó có của nó muốn làm sao nó làm nó không bỏ ra nó quyên góp nó kêu gọi quyên góp thì lấy lol đâu ra người quyên góp thiết nghĩ mày kêu gọi quyên góp thì chắc được đồng lol nào mà phán loại mày nổi tiếng như nó chắc gì đã cho dân được đồng lol nào nên đã không có cho thì đừng đáp cứt hội đồng rảnh lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,154,157,một thanh niên rảnh lol cho hay địt con mẹ nhà mày nó có tiền nó có của nó muốn làm sao nó làm nó không bỏ ra nó quyên góp nó kêu gọi quyên góp thì lấy lol đâu ra người quyên góp thiết nghĩ mày kêu gọi quyên góp thì chắc được đồng lol nào mà phán loại mày nổi tiếng như nó chắc gì đã cho dân được đồng lol nào nên đã không có cho thì đừng đáp cứt hội đồng rảnh lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,234,237,một thanh niên rảnh lol cho hay địt con mẹ nhà mày nó có tiền nó có của nó muốn làm sao nó làm nó không bỏ ra nó quyên góp nó kêu gọi quyên góp thì lấy lol đâu ra người quyên góp thiết nghĩ mày kêu gọi quyên góp thì chắc được đồng lol nào mà phán loại mày nổi tiếng như nó chắc gì đã cho dân được đồng lol nào nên đã không có cho thì đừng đáp cứt hội đồng rảnh lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,306,309,một thanh niên rảnh lol cho hay địt con mẹ nhà mày nó có tiền nó có của nó muốn làm sao nó làm nó không bỏ ra nó quyên góp nó kêu gọi quyên góp thì lấy lol đâu ra người quyên góp thiết nghĩ mày kêu gọi quyên góp thì chắc được đồng lol nào mà phán loại mày nổi tiếng như nó chắc gì đã cho dân được đồng lol nào nên đã không có cho thì đừng đáp cứt hội đồng rảnh lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,365,368,một thanh niên rảnh lol cho hay địt con mẹ nhà mày nó có tiền nó có của nó muốn làm sao nó làm nó không bỏ ra nó quyên góp nó kêu gọi quyên góp thì lấy lol đâu ra người quyên góp thiết nghĩ mày kêu gọi quyên góp thì chắc được đồng lol nào mà phán loại mày nổi tiếng như nó chắc gì đã cho dân được đồng lol nào nên đã không có cho thì đừng đáp cứt hội đồng rảnh lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,4,7,vãi lol bác ha ha,lồn,,,,,,,,,,,,,,,,,,,,,
lol,28,31,mở miệng ra phật phật mà đĩ lol này nọ ông á cửa phật,lồn,,,,,,,,,,,,,,,,,,,,,
lol,9,12,thầy xạo lol,lồn,,,,,,,,,,,,,,,,,,,,,
lol,7,10,le sin lol mẹ giáo án kiểm soát của thầy tú,lồn,,,,,,,,,,,,,,,,,,,,,
lq,28,30,tài khoản đó dính tài khoản lq vip vãi lồn ra,liên quân,,,,,,,,,,,,,,,,,,,,,
lq,123,125,thật ra thì nộp bảo hiểm xã hội cũng tốt người lao động chỉ nộp ít còn phần nhiều vẫn là doanh nghiệp nộp cái vấn đề ở đây lq sự khác nhau về luật pháp giữa các nc dẫn tới việc các dn nc ngoài họ có chịu nộp không thôi,liên quan,,,,,,,,,,,,,,,,,,,,,
mk,0,2,mk nghe không thấy hay mấy hay là chưa nghe kĩ lời nhỉ,mình,,,,,,,,,,,,,,,,,,,,,
mk,40,42,nguyễn hữu đạt có duyên chết liền nhưng mk lại thích ha ha,mình,,,,,,,,,,,,,,,,,,,,,
mk,54,56,đùa chứ nhiều lúc không hiểu nổi cảm xúc hiện tại của mk ra sao luôn,mình,,,,,,,,,,,,,,,,,,,,,
mk,50,52,mong các bạn ủng hộ video âm nhạc mới của ông già mk để ổng còn mua sữa cho mk uống chứ vã lắm rồi d,mình,,,,,,,,,,,,,,,,,,,,,
mk,76,78,mong các bạn ủng hộ video âm nhạc mới của ông già mk để ổng còn mua sữa cho mk uống chứ vã lắm rồi d,mình,,,,,,,,,,,,,,,,,,,,,
mk,7,9,nó bảo mk chờ rồi nó yêu thằng khác,mình,,,,,,,,,,,,,,,,,,,,,
mk,18,20,không có tiền thì mk quảng cáo trên f,mình,,,,,,,,,,,,,,,,,,,,,
mk,14,16,hằng grin bạn mk cũng cố gắng thôi,mình,,,,,,,,,,,,,,,,,,,,,
mk,47,49,ngọc ngân cuối cùng cũng có bạn suy nghĩ giống mk lỡ có tai nạn thì ai dễ chết hơn xe may hay ông tô,mình,,,,,,,,,,,,,,,,,,,,,
mk,117,119,không biết có ai nghèo ở việt nam nhận được số tiền tỷ tỷ tỷ của nó chưa kể tài sảng của người khác rồi xạo lồn của mk bóng này là bóng dơ bóng dũa nail chứ có cái lồn gì,mình,,,,,,,,,,,,,,,,,,,,,
mk,11,13,ước gì giờ mk đg ở hn tối nay kể được đi bộ dọc hồ tây thư giãn thì tốt,mình,,,,,,,,,,,,,,,,,,,,,
mk,0,2,mk không p fan jack mà thấy nhạc cũng được không đến nổi khó nghe,mình,,,,,,,,,,,,,,,,,,,,,
mk,7,9,trường mk ở mai dịch cầu giấy hn gần đây ựa,mình,,,,,,,,,,,,,,,,,,,,,
